OrderID,CustomerID,EmployeeID,ProductID,TransactionID,Order_Date,Transaction_Time,Order_Status,PaymentMethod,ProductName,Product_Brand,Product_Description,Transaction_Amount,Product_UnitPrice,Product_quantity,Product_Total_Amount,ProductCategory
OR0476,CID1467,EID1045,PD0004,TR0483,2023/5/14,2023/4/8,Delivered,Apple Pay,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,10.14,2.06,8,16.48,Pet Food; Aquatic Care
OR0106,CID1678,EID1024,PD0004,TR0362,2023/12/18,2022/4/2,Delivered,Apple Pay,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,5.07,44.77,6,268.62,Pet Food; Aquatic Care
OR1335,CID1022,EID1013,PD0004,TR0046,2023/12/29,2022/5/7,Canceled,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,35.49,53.07,7,371.49,Pet Food; Aquatic Care
OR1335,CID1087,EID1013,PD0004,TR1389,2023/12/29,2022/3/23,Canceled,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,40.56,1.56,7,10.92,Pet Food; Aquatic Care
OR1199,CID1083,EID1007,PD0004,TR0176,2023/3/11,2022/12/29,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,50.7,31.73,6,190.38,Pet Food; Aquatic Care
OR1199,CID1270,EID1007,PD0004,TR0744,2023/3/11,2022/1/27,Delivered,Apple Pay,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,25.35,10.32,6,61.92,Pet Food; Aquatic Care
OR0145,CID1422,EID1037,PD0004,TR0329,2023/5/15,2023/12/23,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,50.7,37.52,4,150.08,Pet Food; Aquatic Care
OR0621,CID1521,EID1000,PD0004,TR1177,2023/1/15,2022/11/28,Delivered,Apple Pay,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,40.56,26.12,6,156.72,Pet Food; Aquatic Care
OR0621,CID1069,EID1000,PD0004,TR1225,2023/1/15,2022/5/21,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,30.42,92.23,6,553.38,Pet Food; Aquatic Care
OR1703,CID1882,EID1030,PD0004,TR0884,2024/12/13,2023/7/25,Delivered,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,35.49,61.07,10,610.7,Pet Food; Aquatic Care
OR0288,CID1748,EID1039,PD0004,TR1534,2023/9/25,2022/12/28,Delivered,Bank Transfer,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,48.39,2,96.78,Pet Food; Aquatic Care
OR1361,CID1778,EID1036,PD0004,TR1543,2023/1/24,2023/4/20,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,15.21,5.35,9,48.15,Pet Food; Aquatic Care
OR0120,CID1200,EID1007,PD0004,TR0806,2024/1/30,2023/6/27,Delivered,Credit Card,Fish Flakes,PetLife,Specialized flakes for vibrant fish health.,45.63,69.85,3,209.55,Pet Food; Aquatic Care
OR1874,CID1295,EID1022,PD0014,TR0730,2024/11/19,2022/5/4,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,167.04,86.46,10,864.6,General
OR1874,CID1481,EID1022,PD0014,TR1209,2024/11/19,2023/10/10,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,55.68,92.83,10,928.3,General
OR0887,CID1842,EID1020,PD0014,TR1395,2024/10/18,2022/8/27,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,111.36,87.62,10,876.2,General
OR0887,CID1680,EID1020,PD0014,TR1925,2024/10/18,2022/7/18,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,194.88,75.31,10,753.1,General
OR0146,CID1621,EID1000,PD0014,TR0146,2024/10/14,2023/10/7,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,250.56,4.78,6,28.68,General
OR0185,CID1673,EID1012,PD0014,TR1528,2024/3/26,2022/9/16,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,27.84,3.85,7,26.95,General
OR0185,CID1370,EID1012,PD0014,TR1553,2024/3/26,2022/8/1,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,222.72,89.53,7,626.71,General
OR0185,CID1752,EID1012,PD0014,TR1651,2024/3/26,2023/2/10,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,139.2,16.17,7,113.19,General
OR0813,CID1104,EID1033,PD0014,TR1529,2024/5/28,2022/1/25,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,55.68,73.88,9,664.92,General
OR1439,CID1643,EID1038,PD0014,TR0891,2023/12/4,2023/4/24,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,27.84,14.03,7,98.21,General
OR0602,CID1305,EID1047,PD0014,TR1191,2024/3/30,2022/5/18,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,278.4,42.54,2,85.08,General
OR1976,CID1158,EID1048,PD0014,TR0003,2024/6/27,2023/10/12,Canceled,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,250.56,6.55,4,26.2,General
OR0695,CID1862,EID1042,PD0014,TR1917,2023/3/5,2022/5/3,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,278.4,98.36,2,196.72,General
OR0982,CID1189,EID1007,PD0014,TR0274,2023/6/8,2023/11/16,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,250.56,20.22,9,181.98,General
OR1525,CID1390,EID1001,PD0014,TR0922,2024/8/29,2022/10/29,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,27.84,2.65,9,23.85,General
OR0881,CID1312,EID1025,PD0014,TR1940,2023/5/11,2022/2/7,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,278.4,83.89,10,838.9,General
OR1513,CID1081,EID1021,PD0014,TR0585,2024/5/13,2023/3/16,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,111.36,32.33,7,226.31,General
OR1389,CID1582,EID1036,PD0014,TR0616,2024/7/17,2023/6/13,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,250.56,90.67,8,725.36,General
OR1389,CID1826,EID1036,PD0014,TR1168,2024/7/17,2022/7/19,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,27.84,59.1,8,472.8,General
OR0292,CID1291,EID1006,PD0014,TR0929,2024/11/29,2022/10/8,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,55.68,94.49,4,377.96,General
OR1240,CID1741,EID1001,PD0014,TR0657,2023/11/16,2023/1/9,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,250.56,52.12,5,260.6,General
OR0884,CID1295,EID1044,PD0014,TR0947,2023/5/31,2023/4/9,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,83.52,94.11,6,564.66,General
OR0884,CID1795,EID1044,PD0014,TR1828,2023/5/31,2022/9/3,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,27.84,40.91,6,245.46,General
OR0043,CID1431,EID1041,PD0014,TR1770,2024/10/26,2023/12/27,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,139.2,83.93,9,755.37,General
OR1097,CID1671,EID1037,PD0014,TR0532,2023/5/13,2023/5/12,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,111.36,67.29,3,201.87,General
OR1404,CID1038,EID1034,PD0014,TR0109,2023/7/31,2023/12/18,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,111.36,7.43,5,37.15,General
OR1404,CID1628,EID1034,PD0014,TR0850,2023/7/31,2023/11/13,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,278.4,82.68,5,413.4,General
OR1404,CID1257,EID1034,PD0014,TR1243,2023/7/31,2023/2/19,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,222.72,50.65,5,253.25,General
OR1404,CID1673,EID1034,PD0014,TR1449,2023/7/31,2023/7/8,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,55.68,73.17,5,365.85,General
OR1404,CID1268,EID1034,PD0014,TR1635,2023/7/31,2022/8/11,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,250.56,9.31,5,46.55,General
OR1314,CID1333,EID1036,PD0014,TR0631,2024/11/24,2022/6/11,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,278.4,44.9,9,404.1,General
OR1314,CID1626,EID1036,PD0014,TR1710,2024/11/24,2023/11/21,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,167.04,28.28,9,254.52,General
OR1314,CID1705,EID1036,PD0014,TR1711,2024/11/24,2022/5/8,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,194.88,20.67,9,186.03,General
OR0085,CID1717,EID1045,PD0014,TR0547,2024/2/23,2023/8/24,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,278.4,51.04,10,510.4,General
OR0085,CID1707,EID1045,PD0014,TR1909,2024/2/23,2022/6/14,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,27.84,18.12,10,181.2,General
OR1618,CID1317,EID1034,PD0014,TR0319,2023/11/26,2022/9/7,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,222.72,74.94,5,374.7,General
OR1618,CID1180,EID1034,PD0014,TR1497,2023/11/26,2022/6/24,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,27.84,83.95,5,419.75,General
OR0875,CID1155,EID1013,PD0014,TR1384,2023/1/30,2023/11/18,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,167.04,1.32,4,5.28,General
OR1056,CID1556,EID1049,PD0014,TR1404,2024/4/27,2022/6/22,Delivered,Credit Card,Fish Filter,ZooComfort,Effective filter for fish tanks.,194.88,28.1,4,112.4,General
OR1472,CID1801,EID1046,PD0014,TR1803,2024/12/2,2022/10/26,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,83.52,35.72,2,71.44,General
OR1647,CID1676,EID1006,PD0014,TR1393,2023/10/9,2022/11/26,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,194.88,34.8,1,34.8,General
OR0595,CID1341,EID1044,PD0014,TR1844,2024/11/22,2022/5/12,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,27.84,57.25,3,171.75,General
OR0596,CID1651,EID1013,PD0014,TR1076,2023/12/6,2023/9/1,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,250.56,69.93,8,559.44,General
OR0576,CID1109,EID1015,PD0014,TR1936,2024/2/16,2022/11/13,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,167.04,57.05,2,114.1,General
OR0485,CID1208,EID1020,PD0014,TR1639,2024/3/24,2023/9/11,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,194.88,46.84,8,374.72,General
OR1340,CID1073,EID1029,PD0014,TR0763,2023/7/21,2023/10/2,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,139.2,12.51,4,50.04,General
OR1515,CID1410,EID1008,PD0014,TR1615,2023/4/17,2023/11/1,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,55.68,9.97,5,49.85,General
OR0411,CID1307,EID1018,PD0014,TR1117,2023/9/28,2023/3/8,Delivered,Bank Transfer,Fish Filter,ZooComfort,Effective filter for fish tanks.,55.68,73.23,9,659.07,General
OR0411,CID1329,EID1018,PD0014,TR1442,2023/9/28,2022/11/9,Delivered,Apple Pay,Fish Filter,ZooComfort,Effective filter for fish tanks.,55.68,19.38,9,174.42,General
OR0844,CID1374,EID1043,PD0016,TR0064,2023/10/12,2023/7/10,Canceled,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,398.7,59.52,9,535.68,General
OR0844,CID1710,EID1043,PD0016,TR0232,2023/10/12,2023/5/24,Canceled,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,132.9,96.61,9,869.49,General
OR0844,CID1113,EID1043,PD0016,TR0489,2023/10/12,2023/8/23,Canceled,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,221.5,76.91,9,692.19,General
OR0844,CID1623,EID1043,PD0016,TR0867,2023/10/12,2023/8/26,Canceled,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,132.9,79.08,9,711.72,General
OR0844,CID1584,EID1043,PD0016,TR1286,2023/10/12,2022/4/3,Canceled,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,132.9,22.54,9,202.86,General
OR1410,CID1783,EID1006,PD0016,TR0852,2023/11/19,2023/4/14,Canceled,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,221.5,38.08,7,266.56,General
OR1410,CID1717,EID1006,PD0016,TR0930,2023/11/19,2023/9/21,Canceled,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,88.6,9.05,7,63.35,General
OR1410,CID1804,EID1006,PD0016,TR1298,2023/11/19,2022/7/3,Canceled,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,132.9,72.7,7,508.9,General
OR1742,CID1105,EID1031,PD0016,TR1357,2024/9/11,2022/2/20,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,221.5,25.43,5,127.15,General
OR0197,CID1606,EID1018,PD0016,TR0854,2024/2/19,2022/3/22,Delivered,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,310.1,83.89,9,755.01,General
OR1569,CID1585,EID1021,PD0016,TR1130,2024/12/16,2023/1/23,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,132.9,64.59,8,516.72,General
OR1437,CID1426,EID1038,PD0016,TR1785,2023/2/4,2023/8/30,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,44.3,90.25,4,361,General
OR0740,CID1426,EID1024,PD0016,TR0663,2024/8/4,2023/12/10,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,265.8,75.83,1,75.83,General
OR0740,CID1289,EID1024,PD0016,TR0817,2024/8/4,2023/12/21,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,132.9,14.14,1,14.14,General
OR0740,CID1844,EID1024,PD0016,TR1053,2024/8/4,2023/8/7,Delivered,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,44.3,6.28,1,6.28,General
OR1242,CID1040,EID1036,PD0016,TR1886,2024/9/13,2023/4/16,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,44.3,70.89,10,708.9,General
OR1096,CID1886,EID1026,PD0016,TR1637,2024/12/19,2023/6/3,Shipped,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,132.9,19.64,2,39.28,General
OR1803,CID1550,EID1027,PD0016,TR1208,2023/10/3,2022/12/19,Delivered,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,265.8,18.53,5,92.65,General
OR0414,CID1066,EID1008,PD0016,TR1190,2023/4/17,2023/8/28,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,221.5,30.2,7,211.4,General
OR0414,CID1008,EID1008,PD0016,TR1349,2023/4/17,2022/10/27,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,310.1,70.06,7,490.42,General
OR0414,CID1668,EID1008,PD0016,TR1491,2023/4/17,2023/6/17,Delivered,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,88.6,27.19,7,190.33,General
OR0272,CID1753,EID1024,PD0016,TR0292,2023/8/20,2023/6/4,Canceled,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,44.3,49.5,5,247.5,General
OR0369,CID1368,EID1023,PD0016,TR0072,2024/7/11,2023/11/16,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,443,64.54,4,258.16,General
OR0108,CID1097,EID1004,PD0016,TR0136,2024/7/30,2023/10/20,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,443,45.52,9,409.68,General
OR1613,CID1223,EID1037,PD0016,TR1354,2023/8/1,2022/3/12,Delivered,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,398.7,83.64,3,250.92,General
OR1053,CID1293,EID1040,PD0016,TR0830,2024/12/19,2022/8/7,Shipped,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,221.5,21.86,3,65.58,General
OR0854,CID1056,EID1021,PD0016,TR0464,2023/10/24,2023/7/26,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,44.3,70.52,4,282.08,General
OR1173,CID1331,EID1036,PD0016,TR1328,2023/7/12,2023/9/28,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,265.8,35.35,9,318.15,General
OR0426,CID1479,EID1034,PD0016,TR0705,2024/4/6,2022/4/10,Delivered,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,354.4,81.28,7,568.96,General
OR0535,CID1704,EID1003,PD0016,TR1694,2023/11/26,2023/2/26,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,398.7,79.83,8,638.64,General
OR0361,CID1136,EID1043,PD0016,TR0139,2023/4/14,2022/4/23,Delivered,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,310.1,21.54,9,193.86,General
OR0361,CID1305,EID1043,PD0016,TR1502,2023/4/14,2022/7/23,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,88.6,70.27,9,632.43,General
OR0229,CID1581,EID1017,PD0016,TR0941,2023/11/14,2023/7/17,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,354.4,50.87,4,203.48,General
OR1271,CID1233,EID1008,PD0016,TR0350,2023/3/23,2022/10/25,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,44.3,83.16,10,831.6,General
OR1768,CID1849,EID1013,PD0016,TR1581,2024/6/14,2022/6/7,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,44.3,77.57,4,310.28,General
OR0076,CID1027,EID1037,PD0016,TR1490,2023/3/15,2023/2/11,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,221.5,26.56,6,159.36,General
OR1679,CID1396,EID1043,PD0016,TR1001,2024/5/5,2022/7/22,Canceled,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,88.6,12.41,8,99.28,General
OR1588,CID1178,EID1030,PD0016,TR1547,2024/1/23,2022/7/10,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,177.2,66.17,9,595.53,General
OR0866,CID1875,EID1029,PD0016,TR1312,2024/1/8,2023/8/2,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,398.7,19.46,6,116.76,General
OR0866,CID1229,EID1029,PD0016,TR1686,2024/1/8,2022/7/12,Delivered,Apple Pay,Cat Litter,NaturePet,Absorbent cat litter for odor control.,132.9,14.84,6,89.04,General
OR0047,CID1809,EID1036,PD0016,TR0462,2024/2/24,2022/1/28,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,221.5,59.1,9,531.9,General
OR0047,CID1509,EID1036,PD0016,TR0641,2024/2/24,2023/4/1,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,443,37.86,9,340.74,General
OR1309,CID1237,EID1033,PD0016,TR0720,2024/9/9,2022/3/20,Delivered,Bank Transfer,Cat Litter,NaturePet,Absorbent cat litter for odor control.,310.1,38.41,8,307.28,General
OR1309,CID1532,EID1033,PD0016,TR0827,2024/9/9,2023/12/29,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,354.4,59.25,8,474,General
OR1309,CID1064,EID1033,PD0016,TR1629,2024/9/9,2023/2/17,Delivered,Credit Card,Cat Litter,NaturePet,Absorbent cat litter for odor control.,88.6,4.35,8,34.8,General
OR1659,CID1467,EID1044,PD0019,TR0275,2024/12/19,2023/1/10,Shipped,Credit Card,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,87.2,65.14,9,586.26,General
OR1659,CID1199,EID1044,PD0019,TR1894,2024/12/19,2022/6/18,Shipped,Bank Transfer,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,196.2,10.92,9,98.28,General
OR0160,CID1204,EID1036,PD0019,TR0942,2023/12/25,2023/1/25,Delivered,Credit Card,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,21.8,19.43,6,116.58,General
OR1280,CID1381,EID1026,PD0019,TR1368,2024/1/2,2023/6/8,Delivered,Apple Pay,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,21.8,3.15,8,25.2,General
OR1280,CID1861,EID1026,PD0019,TR1403,2024/1/2,2022/5/10,Delivered,Apple Pay,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,174.4,81.11,8,648.88,General
OR1059,CID1850,EID1034,PD0019,TR1950,2024/3/28,2022/8/30,Delivered,Credit Card,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,109,58.02,4,232.08,General
OR1526,CID1447,EID1007,PD0019,TR0396,2024/7/25,2022/11/14,Delivered,Bank Transfer,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,65.4,44.06,7,308.42,General
OR0039,CID1492,EID1010,PD0019,TR0943,2023/8/25,2022/7/22,Delivered,Bank Transfer,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,174.4,26,2,52,General
OR0039,CID1226,EID1010,PD0019,TR1411,2023/8/25,2022/12/15,Delivered,Bank Transfer,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,109,37.95,2,75.9,General
OR0403,CID1798,EID1007,PD0019,TR0949,2024/5/7,2023/9/7,Delivered,Credit Card,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,218,34.45,4,137.8,General
OR0863,CID1812,EID1045,PD0019,TR1316,2023/8/26,2022/2/17,Delivered,Credit Card,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,109,68.18,8,545.44,General
OR0310,CID1214,EID1012,PD0019,TR1960,2023/3/17,2023/10/29,Delivered,Bank Transfer,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,152.6,30.72,4,122.88,General
OR0161,CID1190,EID1020,PD0019,TR0936,2024/8/28,2022/12/9,Delivered,Credit Card,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,130.8,97.11,7,679.77,General
OR0409,CID1387,EID1001,PD0019,TR0732,2024/5/24,2022/8/22,Canceled,Credit Card,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,87.2,87.87,2,175.74,General
OR0206,CID1642,EID1022,PD0019,TR1690,2023/4/19,2023/11/19,Delivered,Credit Card,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,196.2,95.44,2,190.88,General
OR1963,CID1228,EID1035,PD0019,TR0446,2023/5/24,2023/2/9,Canceled,Apple Pay,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,218,40.67,5,203.35,General
OR1963,CID1796,EID1035,PD0019,TR1630,2023/5/24,2022/9/11,Canceled,Bank Transfer,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,43.6,3.83,5,19.15,General
OR1963,CID1762,EID1035,PD0019,TR1796,2023/5/24,2022/2/28,Canceled,Bank Transfer,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,109,51.71,5,258.55,General
OR1077,CID1678,EID1008,PD0019,TR0886,2023/12/27,2022/8/1,Delivered,Apple Pay,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,43.6,92.31,3,276.93,General
OR1077,CID1683,EID1008,PD0019,TR1804,2023/12/27,2022/7/31,Delivered,Bank Transfer,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,152.6,88.77,3,266.31,General
OR0619,CID1315,EID1033,PD0019,TR0742,2023/1/23,2023/9/26,Delivered,Credit Card,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,43.6,96.56,3,289.68,General
OR0619,CID1542,EID1033,PD0019,TR1391,2023/1/23,2022/4/7,Delivered,Bank Transfer,Hamster Wheel,ZooComfort,Wheel for hamster exercise.,65.4,94.34,3,283.02,General
